image_id,height,width,xmin,ymin,w,h
348,3968,2976,1521.0,998.0,125.0,59.0
348,3968,2976,1032.0,305.0,83.0,232.0
348,3968,2976,1905.0,2662.0,57.0,29.0
349,3968,2976,1286.0,1761.0,534.0,280.0
349,3968,2976,2039.0,2323.0,124.0,162.0
350,3968,2976,1272.0,1706.0,396.0,517.0
350,3968,2976,1489.0,2992.0,118.0,100.0
351,3968,2976,1050.0,35.0,60.0,48.0
351,3968,2976,1208.0,107.0,19.0,45.0
351,3968,2976,1302.0,330.0,74.0,73.0
351,3968,2976,1872.0,139.0,32.0,68.0
351,3968,2976,1492.0,442.0,81.0,31.0
351,3968,2976,2769.0,497.0,104.0,67.0
351,3968,2976,2231.0,601.0,26.0,34.0
351,3968,2976,943.0,2528.0,88.0,71.0
351,3968,2976,364.0,1951.0,1101.0,487.0
351,3968,2976,1145.0,2484.0,78.0,82.0
351,3968,2976,1551.0,2099.0,37.0,48.0
351,3968,2976,1670.0,2471.0,62.0,65.0
351,3968,2976,479.0,2405.0,53.0,20.0
351,3968,2976,787.0,2296.0,54.0,102.0
351,3968,2976,847.0,1498.0,62.0,57.0
351,3968,2976,751.0,852.0,83.0,63.0
352,2976,3968,2911.0,672.0,77.0,72.0
352,2976,3968,342.0,364.0,88.0,151.0
352,2976,3968,100.0,1295.0,36.0,406.0
352,2976,3968,861.0,2617.0,114.0,149.0
352,2976,3968,2880.0,2693.0,89.0,185.0
352,2976,3968,2483.0,2049.0,24.0,35.0
352,2976,3968,1829.0,2104.0,24.0,35.0
352,2976,3968,1659.0,1839.0,83.0,88.0
352,2976,3968,1360.0,1882.0,26.0,28.0
352,2976,3968,1053.0,2756.0,34.0,39.0
352,2976,3968,486.0,2344.0,95.0,154.0
352,2976,3968,2860.0,868.0,47.0,29.0
352,2976,3968,1481.0,1546.0,246.0,198.0
352,2976,3968,374.0,1577.0,63.0,138.0
352,2976,3968,646.0,2450.0,153.0,97.0
352,2976,3968,879.0,2819.0,103.0,61.0
352,2976,3968,2753.0,1702.0,31.0,29.0
353,5312,2988,1011.0,1589.0,824.0,782.0
354,5312,2988,204.0,2055.0,2083.0,1707.0
355,5312,2988,978.0,1615.0,982.0,793.0
356,4160,3120,473.0,3471.0,578.0,686.0
356,4160,3120,1038.0,1997.0,1305.0,1271.0
356,4160,3120,2282.0,2446.0,661.0,591.0
357,3120,4160,1169.0,286.0,1495.0,1920.0
358,4160,3120,1468.0,2181.0,508.0,437.0
358,4160,3120,2254.0,1217.0,249.0,173.0
358,4160,3120,2331.0,791.0,229.0,204.0
358,4160,3120,2744.0,3150.0,247.0,211.0
358,4160,3120,1277.0,311.0,473.0,185.0
358,4160,3120,353.0,951.0,85.0,49.0
358,4160,3120,848.0,3785.0,257.0,183.0
358,4160,3120,2747.0,154.0,33.0,50.0
358,4160,3120,1343.0,3815.0,89.0,121.0
359,4032,3024,305.0,1496.0,927.0,557.0
359,4032,3024,2449.0,1724.0,182.0,226.0
359,4032,3024,1991.0,3585.0,125.0,145.0
359,4032,3024,1548.0,3791.0,126.0,131.0
359,4032,3024,2122.0,3489.0,97.0,102.0
359,4032,3024,1019.0,3373.0,157.0,115.0
359,4032,3024,994.0,3009.0,144.0,67.0
360,4032,3024,237.0,2277.0,710.0,290.0
360,4032,3024,1512.0,491.0,111.0,159.0
360,4032,3024,1772.0,634.0,104.0,115.0
360,4032,3024,2743.0,2267.0,60.0,82.0
360,4032,3024,134.0,264.0,226.0,188.0
360,4032,3024,235.0,168.0,167.0,100.0
361,2160,4560,1862.0,785.40906,484.0,418.21774000000005
362,4000,3000,2823.0,643.0,97.0,55.0
362,4000,3000,2706.0,697.0,183.0,84.0
362,4000,3000,2508.0,814.0,122.0,118.0
362,4000,3000,2368.0,845.0,205.0,241.0
362,4000,3000,1939.0,1500.0,150.0,135.0
362,4000,3000,1852.0,1718.0,197.0,262.0
362,4000,3000,1643.0,1628.0,335.0,221.0
362,4000,3000,1885.0,1686.0,223.0,138.0
362,4000,3000,1273.0,1764.0,289.0,270.0
362,4000,3000,1210.0,1513.0,262.0,182.0
362,4000,3000,1214.0,1321.0,209.0,243.0
362,4000,3000,775.0,1405.0,466.0,415.0
362,4000,3000,518.0,2299.0,369.0,349.0
362,4000,3000,582.0,2134.0,248.0,198.0
362,4000,3000,822.0,2551.0,225.0,281.0
362,4000,3000,1384.0,2614.0,408.0,366.0
362,4000,3000,1294.0,2088.0,569.0,640.0
362,4000,3000,1614.0,1867.0,141.0,250.0
362,4000,3000,1808.0,2033.0,174.0,208.0
362,4000,3000,1514.0,1751.0,134.0,142.0
362,4000,3000,1022.0,2550.0,356.0,368.0
362,4000,3000,1034.0,2506.0,327.0,223.0
362,4000,3000,1443.0,3017.0,359.0,241.0
362,4000,3000,1200.0,2327.0,219.0,268.0
362,4000,3000,1331.0,2265.0,243.0,308.0
362,4000,3000,893.0,2254.0,347.0,243.0
362,4000,3000,436.0,2682.0,195.0,230.0
362,4000,3000,648.0,3061.0,207.0,147.0
362,4000,3000,767.0,3104.0,196.0,245.0
362,4000,3000,1051.0,2807.0,467.0,396.0
362,4000,3000,490.0,1916.0,178.0,283.0
362,4000,3000,680.0,1857.0,250.0,118.0
362,4000,3000,692.0,1263.0,145.0,89.0
362,4000,3000,463.0,3630.0,114.0,118.0
362,4000,3000,1491.0,2397.0,129.0,187.0
362,4000,3000,1050.0,2083.0,89.0,90.0
362,4000,3000,942.0,2198.0,80.0,111.0
362,4000,3000,847.0,2322.0,85.0,110.0
363,3000,4000,105.0,479.0,195.0,64.0
363,3000,4000,455.0,1479.0,375.0,334.0
363,3000,4000,361.0,1378.0,150.0,119.0
363,3000,4000,773.0,1724.0,356.0,239.0
363,3000,4000,979.0,1669.0,676.0,382.0
363,3000,4000,1552.0,1786.0,367.0,407.0
363,3000,4000,1110.0,2261.0,675.0,564.0
363,3000,4000,2798.0,366.0,293.0,161.0
363,3000,4000,2208.0,1344.0,139.0,94.0
363,3000,4000,2519.0,1670.0,62.0,42.0
363,3000,4000,2780.0,1572.0,53.0,54.0
363,3000,4000,3043.0,1548.0,56.0,63.0
363,3000,4000,3427.0,1635.0,174.0,104.0
363,3000,4000,2175.0,547.0,52.0,70.0
363,3000,4000,2211.0,581.0,46.0,55.0
363,3000,4000,790.0,1568.0,138.0,81.0
363,3000,4000,322.0,1790.0,177.0,201.0
363,3000,4000,783.0,1989.0,174.0,93.0
363,3000,4000,2575.0,2817.0,328.0,179.0
363,3000,4000,3474.0,1958.0,243.0,146.0
363,3000,4000,2522.0,1334.0,149.0,126.0
363,3000,4000,2664.0,1153.0,147.0,90.0
363,3000,4000,2750.0,1487.0,99.0,116.0
363,3000,4000,1344.0,1230.0,74.0,71.0
363,3000,4000,1667.0,1480.0,158.0,112.0
363,3000,4000,1542.0,1587.0,164.0,216.0
363,3000,4000,1345.0,1668.0,146.0,104.0
363,3000,4000,1608.0,1703.0,134.0,132.0
363,3000,4000,1485.0,1728.0,106.0,54.0
363,3000,4000,2236.0,2001.0,152.0,108.0
363,3000,4000,2242.0,2675.0,186.0,134.0
363,3000,4000,1355.0,1510.0,101.0,100.0
363,3000,4000,1386.0,1479.0,74.0,83.0
363,3000,4000,2439.0,1599.0,122.0,54.0
363,3000,4000,3355.0,1617.0,223.0,140.0
363,3000,4000,840.0,2300.0,97.0,81.0
363,3000,4000,2679.0,2707.0,67.0,59.0
364,4208,2368,1283.6255,1117.0,127.16099999999983,238.0
364,4208,2368,1508.2736,3478.0,545.4605000000001,536.0
365,4208,2368,1131.9558,2074.0,570.4818,642.0
366,4208,2368,1041.0,2305.0,670.0,608.0
367,2368,4208,1072.0,880.97186,876.0,779.6299399999999
367,2368,4208,2750.0,576.4591,555.0,585.4819
367,2368,4208,2556.0,955.0148,509.0,468.9895
367,2368,4208,1273.0,532.67456,365.0,111.14073999999994
368,4208,2368,368.4666,1010.0,1053.3339,452.0
368,4208,2368,724.6119,3071.0,1017.8593999999999,771.0
369,4208,2368,167.21175,1527.0,1934.44965,870.0
370,4208,2368,467.39468,1192.0,1744.47302,1845.0
371,4208,2368,502.42426,1363.0,1360.14854,1313.0
372,2016,1512,437.0,709.0,621.0,736.0
373,4160,3120,1039.0,1287.0,1081.0,1500.0
374,4160,3120,274.0,1261.0,2157.0,2028.0
375,4160,3120,1054.0,1364.0,351.0,209.0
375,4160,3120,1368.0,1458.0,285.0,105.0
375,4160,3120,975.0,3642.0,675.0,251.0
375,4160,3120,470.0,1167.0,237.0,234.0
375,4160,3120,821.0,1153.0,44.0,59.0
375,4160,3120,2309.0,1566.0,364.0,326.0
375,4160,3120,1984.0,1743.0,364.0,263.0
375,4160,3120,2469.0,892.0,439.0,242.0
375,4160,3120,2346.0,228.0,291.0,199.0
376,3120,4160,205.0,1936.0,305.0,420.0
376,3120,4160,3019.0,1647.0,742.0,114.0
377,3120,4160,1737.0,1019.0,1411.0,781.0
378,4160,3120,726.0,3214.0,1309.0,861.0
378,4160,3120,687.0,353.0,1315.0,836.0
379,3120,4160,626.0,955.5,3124.0,2139.5
380,4160,3120,748.0,865.0,934.0,2841.0
380,4160,3120,878.0,863.0,380.0,200.0
381,3120,4160,1582.75,1241.5,1982.5,1085.5
382,3120,4160,60.0,907.0,3109.0,1767.0
383,4160,3120,474.0,188.0,1473.0,3482.0
384,3120,4160,1128.0,478.0,2142.0,1563.0
385,3120,4160,700.0,828.0,190.0,166.0
385,3120,4160,661.0,1437.0,369.0,381.0
385,3120,4160,538.0,1403.0,576.0,463.0
385,3120,4160,2424.0,2284.0,249.0,418.0
385,3120,4160,2832.0,1245.0,509.0,590.0
385,3120,4160,2540.0,1646.0,303.0,278.0
385,3120,4160,3414.0,914.0,146.0,176.0
385,3120,4160,3644.0,1059.0,180.0,76.0
385,3120,4160,3350.0,2787.0,477.0,330.0
385,3120,4160,136.0,2970.0,234.0,142.0
386,4160,3120,1939.6667,3258.0476,426.0000000000002,582.0
386,4160,3120,1613.3334,2397.0476,239.2856999999999,356.0
386,4160,3120,1741.2856,1742.6666,202.0,301.0
386,4160,3120,920.2857,974.1905,215.9998999999999,219.9998999999999
386,4160,3120,726.5714,697.1428,250.0,284.0
386,4160,3120,6.0,3431.0476,209.0,567.0
386,4160,3120,2191.0952,1427.2858,113.0,204.0
386,4160,3120,1264.1428,983.6667,158.0,212.0
386,4160,3120,2902.7144,1630.0476,98.0,106.0
386,4160,3120,3013.0952,1434.5714,40.0,56.0
386,4160,3120,2110.0,832.0,158.0,204.0
386,4160,3120,564.0,1372.0,194.0,100.0
387,4160,3120,1478.0,2524.0,366.0,995.0
387,4160,3120,1658.0,290.0,624.0,567.0
387,4160,3120,1615.0,674.0,187.0,204.0
387,4160,3120,1816.0,3630.0,1099.0,512.0
388,4160,3120,661.0,438.0,644.0,703.0
388,4160,3120,1736.0,1834.0,209.0,196.0
388,4160,3120,1717.0,2027.0,212.0,328.0
388,4160,3120,1065.0,1188.0,734.0,800.0
388,4160,3120,1833.0,3042.0,841.0,1095.0
389,3120,4160,301.0,92.0,351.0,130.0
389,3120,4160,605.0,148.0,46.0,48.0
389,3120,4160,778.0,1757.0,68.0,67.0
389,3120,4160,506.0,2182.0,257.0,313.0
389,3120,4160,105.0,1781.0,413.0,371.0
389,3120,4160,703.0,1900.0,248.0,198.0
389,3120,4160,3061.0,252.0,551.0,361.0
389,3120,4160,3896.0,300.0,59.0,342.0
389,3120,4160,3582.0,568.0,376.0,296.0
389,3120,4160,3508.0,2198.0,500.0,457.0
389,3120,4160,3032.0,2017.0,137.0,123.0
389,3120,4160,3536.0,3037.0,135.0,80.0
389,3120,4160,1744.0,2051.0,316.0,793.0
389,3120,4160,1526.0,306.0,311.0,160.0
389,3120,4160,2493.0,1674.0,203.0,135.0
390,4160,3120,563.0,323.0,839.0,1406.0
390,4160,3120,1224.0,1363.0,1894.0,529.0
390,4160,3120,860.0,1.0,2256.0,1386.0
390,4160,3120,556.0,2068.0,1563.0,892.0
390,4160,3120,443.0,4068.0,769.0,89.0
390,4160,3120,1575.0,3869.0,724.0,288.0
391,3120,4160,243.0,796.0,638.0,648.0
391,3120,4160,1779.0,1913.0,751.0,766.0
391,3120,4160,2586.0,2884.0,120.0,101.0
391,3120,4160,3205.0,1321.0,464.0,731.0
391,3120,4160,224.0,8.0,101.0,65.0
391,3120,4160,4032.0,2818.0,111.0,295.0
392,3120,4160,482.0,714.0,919.0,1366.0
392,3120,4160,42.0,663.0,1376.0,1059.0
392,3120,4160,41.0,665.0,1473.0,1525.0
392,3120,4160,1294.0,486.0,444.0,305.0
392,3120,4160,2778.0,655.0,1378.0,1370.0
392,3120,4160,2927.0,657.0,1228.0,1034.0
392,3120,4160,3149.0,712.0,1006.0,626.0
392,3120,4160,2675.0,2391.0,336.0,498.0
392,3120,4160,1267.0,2844.0,1178.0,274.0
392,3120,4160,0.0,1525.0,375.0,441.0
392,3120,4160,1445.0,863.0,738.0,1204.0
393,4160,3120,1010.0,2975.0,792.0,737.0
393,4160,3120,1399.0,3499.0,358.0,235.0
393,4160,3120,734.0,582.0,403.0,393.0
394,3120,4160,1082.0,2255.0,2036.0,738.0
394,3120,4160,2867.0,2835.0,225.0,284.0
394,3120,4160,674.0,2706.0,942.0,350.0
394,3120,4160,2903.0,1815.0,465.0,332.0
394,3120,4160,3732.0,2112.0,165.0,99.0
395,4160,3120,1480.0,3751.0,235.0,174.0
395,4160,3120,1300.0,1398.0,752.0,2530.0
395,4160,3120,2797.0,653.0,206.0,356.0
395,4160,3120,2037.0,1478.0,405.0,225.0
396,4208,2368,1117.944,818.0,86.07269999999994,32.0
396,4208,2368,1443.2186,1667.0,191.16150000000016,95.0
396,4208,2368,1088.4596,2838.0,527.2227,343.0
397,4160,3120,574.0,1019.0,1773.0,1931.0
398,4160,3120,760.0,1830.0,1450.0,2076.0
398,4160,3120,1472.0,2881.0,1017.0,199.0
398,4160,3120,1315.0,178.0,205.0,108.0
399,3120,4160,1131.0,1170.0,2554.5,1410.5
400,3120,4160,1303.0,197.0,2347.0,2726.0
401,3120,4160,1613.0,1156.0,1376.0,963.0
402,4160,3120,1546.0,1101.0,382.0,1591.0
403,3120,4160,1962.0,355.0,1873.0,2140.0
404,4160,3120,480.0,3031.0,1623.0,1007.0
404,4160,3120,1504.0,609.0,317.0,202.0
404,4160,3120,1708.0,779.0,388.0,254.0
404,4160,3120,1725.0,1977.0,248.0,230.0
405,4160,3120,725.381,1849.619,1070.0,894.0001
405,4160,3120,1655.4762,1923.8572,735.3334,328.0
405,4160,3120,1669.381,2518.0476,356.0,246.0
406,4160,3120,752.0,0.0,796.0,1362.0
406,4160,3120,2688.0,2796.0,429.0,494.0
406,4160,3120,1724.0,2157.0,337.0,510.0
406,4160,3120,838.0,2457.0,184.0,78.0
406,4160,3120,443.0,3106.0,817.0,885.0
407,4160,3120,1943.0,1892.0,295.0,152.0
408,3120,4160,614.0,917.0,1040.0,1339.0
408,3120,4160,3013.0,994.0,226.0,150.0
409,3120,4160,800.0,576.0,1928.0,1908.0
409,3120,4160,1916.0,1259.0,814.0,1211.0
409,3120,4160,2009.0,1694.0,835.0,895.0
409,3120,4160,1290.0,850.0,1243.0,1841.0
410,3120,4160,1969.7329,58.607956,595.0001000000002,531.0000439999999
410,3120,4160,3336.0852,1.5511475,346.0,149.0000025
410,3120,4160,2681.0881,789.4602,268.99990000000025,155.0
410,3120,4160,3219.0908,1776.2783,660.0,520.0
410,3120,4160,117.5483,1580.2783,386.0,1102.6363000000001
410,3120,4160,242.55113,2588.9146,177.00002,94.0
411,3120,4160,168.0,7.0,2297.0,1749.0
411,3120,4160,1915.0,9.0,551.0,1747.0
411,3120,4160,1475.0,689.0,2145.0,760.0
411,3120,4160,3815.0,1112.0,248.0,265.0
412,3120,4160,1435.0,1622.0,142.0,28.0
413,3120,4160,1925.5,1307.0,748.0,764.0
414,2368,4208,2633.5,431.72882,728.0,695.1734799999999
414,2368,4208,1182.75,1034.3098,513.0,668.8471
414,2368,4208,1163.25,947.19946,74.0,102.12943999999993
414,2368,4208,1792.0,1232.0404,876.0,459.38779999999997
414,2368,4208,2225.0,1149.0,290.0,135.0
414,2368,4208,2373.0,612.0,624.0,651.0
414,2368,4208,948.0,1912.0,976.0,453.0
415,4208,2368,1175.4886,2111.0,584.7405000000001,603.0
415,4208,2368,908.7674,1.0,470.3972000000001,307.0
415,4208,2368,1326.1198,1.0,189.15970000000016,56.0
415,4208,2368,1391.1747,1053.0,136.115,142.0
415,4208,2368,2179.8406,3733.0,180.15239999999994,202.0
415,4208,2368,616.5206,3902.0,273.2307400000001,304.0
415,4208,2368,1932.0,1951.0,108.0,77.0
416,4160,3120,1.0,1199.0,840.0,1380.0
416,4160,3120,1088.0,1782.0,115.0,675.0
416,4160,3120,494.0,1962.0,1267.0,1574.0
416,4160,3120,1023.0,1392.0,145.0,83.0
416,4160,3120,139.0,2187.0,370.0,304.0
417,4160,3120,1498.3334,429.7143,881.9998999999998,1416.8571000000002
417,4160,3120,1528.3334,1739.8572,67.0,103.0
417,4160,3120,212.33333,3152.524,1630.00007,1000.7616000000003
418,4160,3120,1111.5,1532.0,1147.5,1679.0
419,4160,3120,731.0,1316.0,1380.0,1884.0
420,4160,3120,1167.0,802.0,1313.0,696.0
420,4160,3120,2718.0,1893.0,357.0,356.0
420,4160,3120,205.0,2726.0,1248.0,758.0
420,4160,3120,345.0,3061.0,773.0,417.0
420,4160,3120,321.0,3007.0,899.0,501.0
420,4160,3120,1168.0,1686.0,948.0,1070.0
420,4160,3120,359.0,1566.0,1368.0,728.0
420,4160,3120,102.0,1306.0,428.0,252.0
421,2368,4208,1466.0,997.6842,1622.0,164.27729999999985
421,2368,4208,1838.0,1527.9349,167.0,198.25099999999998
421,2368,4208,2100.0,1388.0,75.0,82.0
422,2368,4208,1443.0,1157.4888,1768.0,306.12919999999986
423,3120,4160,1652.0,1762.0,912.0,503.0
423,3120,4160,2336.0,938.0,708.0,438.0
423,3120,4160,1776.0,831.0,93.0,49.0
423,3120,4160,516.0,781.0,657.0,962.0
423,3120,4160,882.0,378.0,2971.0,1637.0
423,3120,4160,2425.0,1899.0,408.0,492.0
423,3120,4160,869.0,2890.0,604.0,227.0
423,3120,4160,2492.0,2658.0,614.0,457.0
424,2368,4208,2338.0,693.5857,658.0,863.7294
425,3120,4160,1633.9524,1117.619,960.0000000000002,1085.0001
426,4160,3120,1481.6667,933.0476,411.0,125.00000000000011
426,4160,3120,1266.762,484.0476,391.0,35.0
426,4160,3120,1158.0476,235.0476,172.0,612.0
426,4160,3120,2228.0952,1922.0476,147.0,691.9999999999998
426,4160,3120,1078.0,1337.0476,212.0,518.0
426,4160,3120,405.33334,917.5238,218.99996,461.9999999999999
426,4160,3120,1160.0476,3124.9524,367.0,133.0
426,4160,3120,1224.1428,2175.1904,226.0,415.0
426,4160,3120,645.5714,1006.381,27.0,250.0000000000001
426,4160,3120,465.90475,1997.9048,182.00005000000004,194.99999999999977
426,4160,3120,156.61905,2616.0,299.0,138.0
426,4160,3120,1123.4762,2134.762,245.0,97.0
426,4160,3120,1103.381,3191.762,22.0,258.0
426,4160,3120,1102.0952,2729.238,23.0,74.0
426,4160,3120,829.7143,3310.0476,299.9998999999999,344.0
426,4160,3120,1180.7142,3363.9524,120.0,252.0
426,4160,3120,39.0,2543.9524,254.0,231.42849999999999
426,4160,3120,333.0,2413.8572,134.0,34.0
426,4160,3120,80.0,2668.6667,287.0,55.0
426,4160,3120,398.0,2711.9524,49.0,23.0
426,4160,3120,1235.1428,2343.6191,47.0,120.0
426,4160,3120,581.0,1182.4762,39.0,86.0
426,4160,3120,978.7143,1816.3334,187.9998999999999,19.0
426,4160,3120,396.0,3156.8096,39.0,75.0
426,4160,3120,601.6667,818.0476,139.0,350.0000000000001
426,4160,3120,645.0,1754.0476,215.0,367.9999999999998
426,4160,3120,595.0,1557.0,170.0,279.0476000000001
426,4160,3120,692.0,1190.1904,55.0,79.0
426,4160,3120,1062.0,1133.4286,97.0,394.0
426,4160,3120,426.0,4003.9524,112.0,154.9996000000001
426,4160,3120,569.0,4035.9524,49.0,57.0
426,4160,3120,939.4762,2090.9524,244.0000000000001,116.9047999999998
426,4160,3120,586.4286,1586.3334,181.0,276.0
426,4160,3120,317.0,3058.238,144.0,70.0
426,4160,3120,2111.9048,1644.762,59.0,86.0
426,4160,3120,2281.762,2506.238,63.0,51.0
426,4160,3120,2282.0952,1845.4762,309.0,257.47620000000006
427,4160,3120,975.2857,3442.9524,372.0001000000001,602.0
427,4160,3120,1048.0,979.0476,147.0,99.00000000000011
427,4160,3120,1196.0476,3.0476074,603.0,571.9999926
428,4160,3120,398.0,1433.0,2082.0,1407.0
428,4160,3120,394.0,2237.0,244.0,251.0
429,4160,3120,317.0,3052.0,439.0,417.0
429,4160,3120,1400.0,829.0,893.0,2774.0
430,4160,3120,302.0,2140.0,2789.0,1155.0
431,4160,3120,559.0,1871.0,2034.0,1391.0
432,4160,3120,935.0,1070.0,938.0,634.0
432,4160,3120,1171.0,2252.0,1239.0,1282.0
432,4160,3120,534.0,1063.0,609.0,364.0
433,4160,3120,595.0,2205.0,1305.0,1123.0
434,4160,3120,392.0,1314.0,1862.0,1665.0
435,4160,3120,864.0,1320.0,1099.0,998.0
435,4160,3120,1084.0,3356.0,857.0,803.0
436,3120,4160,1237.0,525.0,2209.0,1231.0
436,3120,4160,1830.0,1555.0,1128.0,701.0
437,3120,4160,1011.0,1985.0,182.0,170.0
437,3120,4160,2781.0,1425.0,260.0,559.0
437,3120,4160,2917.0,2489.0,139.0,150.0
438,4160,3120,1226.0156,1623.1406,570.0,1518.0000000000002
439,4160,3120,955.0,1402.0,1023.0,2100.0
440,4160,3120,974.0,1801.0,553.0,1534.0
440,4160,3120,1054.0,1799.0,200.0,93.0
441,4160,3120,821.0,1428.0,1519.0,2346.0
442,4160,3120,1190.0,863.0,350.0,2089.0
442,4160,3120,870.0,1238.0,979.0,2116.0
443,4160,3120,972.1905,1138.2856,892.9998999999999,2246.2384
444,4160,3120,1199.0,657.0,820.0,1775.0
444,4160,3120,1221.0,658.0,434.0,393.0
445,3120,4160,299.0,1450.0,923.0,807.0
445,3120,4160,3533.0,1438.0,417.0,459.0
445,3120,4160,2850.0,2472.0,90.0,150.0
446,4160,3120,745.0,943.0,516.0,936.0
446,4160,3120,987.0,1819.0,124.0,115.0
446,4160,3120,1310.0,2753.0,654.0,853.0
446,4160,3120,1426.0,2787.0,116.0,148.0
447,3120,4160,945.0,184.0,2428.0,2446.0
448,3120,4160,184.0,1790.0,1428.0,424.0
448,3120,4160,3112.0,605.0,644.0,1849.0
449,4160,3120,930.0,1688.0,715.0,1553.0
450,4160,3120,539.0952,1703.8572,899.7144000000001,598.3807999999999
450,4160,3120,1343.238,1321.619,806.0476000000001,798.0001
450,4160,3120,2157.5713,1048.8572,70.0,611.0
451,3120,4160,2010.0,1415.0,1490.0,642.0
451,3120,4160,2.0,557.0,397.0,569.0
452,3120,4160,1751.0,916.0,1523.0,1484.0
453,3120,4160,2215.0,1197.0,1490.0,973.0
453,3120,4160,638.0,2546.0,153.0,146.0
454,3120,4160,374.0,1542.0,269.0,340.0
454,3120,4160,2279.0,1151.0,135.0,181.0
454,3120,4160,2941.0,1158.0,803.0,635.0
455,3120,4160,836.0,632.0,1562.0,1484.0
455,3120,4160,876.0,1668.0,256.0,164.0
455,3120,4160,926.0,1827.0,196.0,329.0
455,3120,4160,1120.0,1801.0,184.0,329.0
455,3120,4160,1192.0,1837.0,262.0,277.0
455,3120,4160,815.0,2150.0,351.0,198.0
455,3120,4160,782.0,2338.0,227.0,296.0
455,3120,4160,1016.0,2353.0,268.0,359.0
455,3120,4160,1308.0,2413.0,326.0,341.0
455,3120,4160,1168.0,2142.0,338.0,283.0
455,3120,4160,1356.0,2046.0,352.0,274.0
455,3120,4160,1842.0,1695.0,339.0,361.0
455,3120,4160,2013.0,2236.0,253.0,382.0
455,3120,4160,2360.0,1061.0,286.0,392.0
455,3120,4160,2548.0,905.0,407.0,346.0
455,3120,4160,3500.0,1269.0,288.0,435.0
455,3120,4160,2878.0,953.0,61.0,68.0
455,3120,4160,2086.0,1740.0,42.0,29.0
455,3120,4160,1190.0,2364.0,45.0,39.0
455,3120,4160,2560.0,1436.0,42.0,26.0
456,4160,3120,1402.0,991.0,470.0,1636.0
457,4160,3120,659.0,3734.0,407.0,331.0
457,4160,3120,1522.0,883.0,538.0,943.0
457,4160,3120,1717.0,802.0,130.0,1022.0
457,4160,3120,1521.0,883.0,544.0,188.0
457,4160,3120,799.0,-1.0,492.0,484.0
457,4160,3120,724.0,60.0,107.0,95.0
457,4160,3120,106.0,3.0,504.0,935.0
457,4160,3120,504.0,1194.0,842.0,581.0
458,4160,3120,1127.0,1086.0,695.0,2755.0
459,3120,4160,1554.0,1040.0,2181.0,1220.3335000000002
460,4032,3024,2.0,862.0,738.0,871.0
460,4032,3024,134.0,1284.0,904.0,825.0
460,4032,3024,644.0,438.0,1534.0,1036.0
460,4032,3024,1551.0,711.0,497.0,870.0
460,4032,3024,1178.0,1368.0,641.0,554.0
460,4032,3024,1942.0,664.0,1082.0,1054.0
460,4032,3024,1817.0,1680.0,1207.0,1060.0
460,4032,3024,845.0,2616.0,1172.0,1063.0
460,4032,3024,1178.0,1369.0,643.0,571.0
460,4032,3024,642.0,1367.0,449.0,441.0
460,4032,3024,1304.0,1092.0,831.0,284.0
461,3120,4160,985.0,206.0,2173.0,2849.0
462,4160,3120,312.0,1064.0,2618.0,1598.0
463,4160,3120,632.0,561.0,1285.0,2998.0
464,4160,3120,320.0,1490.0,2339.0,1969.0
465,3120,4160,581.0,933.0,2938.0,2186.0
466,4160,3120,1.0,971.0,2514.0,3188.0
467,3120,4160,1168.0,858.0,901.0,894.0
468,3120,4160,395.0,1032.0,3758.0,1042.0
469,4160,3120,1376.0,2390.0,686.0,594.0
470,3120,4160,744.0,534.0,2722.0,2583.0
471,4160,3120,1467.1702,1496.3195,695.0,996.3332999999998
472,4160,3120,1160.0,1501.0,1312.0,1694.0
473,4160,3120,1035.0,2106.0,850.0,325.0
474,3120,4160,1679.0,1010.0,740.0,750.0
475,3120,4160,915.0,318.0,1749.0,2170.0
476,3120,4160,1110.0,281.0,1447.0,2007.0
477,4160,3120,969.0,1002.0,1321.0,2816.0
478,4160,3120,1020.0,1488.0,939.0,959.0
479,4160,3120,312.0,790.0,2326.0,2304.0
479,4160,3120,289.0,1349.0,2057.0,1832.0
480,4160,3120,1307.0,1082.0,1028.0,1010.0
481,4160,3120,48.0,1096.0,3068.0,2494.0
481,4160,3120,2945.0,0.0,170.0,240.0
482,4160,3120,939.0,1670.0,1075.0,1065.0
483,4160,3120,893.0,831.0,1190.0,2525.0
484,3120,4160,962.0,880.0,2103.0,1432.0
484,3120,4160,2813.0,701.0,764.0,874.0
484,3120,4160,3365.0,2096.0,163.0,135.0
484,3120,4160,3628.0,674.0,191.0,230.0
485,3120,4160,412.0,2266.0,414.0,410.0
485,3120,4160,937.0,1747.0,417.0,424.0
485,3120,4160,1314.0,1470.0,422.0,425.0
485,3120,4160,1873.0,1051.0,435.0,410.0
485,3120,4160,2161.0,1426.0,423.0,411.0
485,3120,4160,2495.0,1098.0,425.0,434.0
485,3120,4160,2653.0,616.0,442.0,440.0
485,3120,4160,2248.0,390.0,433.0,441.0
485,3120,4160,3116.0,421.0,453.0,463.0
486,4160,3120,706.0,1378.0,1708.0,1179.0
487,4160,3120,990.0,628.0,1360.0,2420.0
488,4160,3120,2073.0,1088.0,211.0,682.0
488,4160,3120,1171.0,2972.0,587.0,478.0
488,4160,3120,1144.0,891.0,435.0,446.0
489,3120,4160,807.0,512.0,2247.0,1260.0
490,4160,3120,1055.0,839.0,370.0,320.0
